;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
№ ФП массового учебника;Система;Код 1С;Класс;"Автор в 1С издательства ""Просвещение""";"Наименование в 1С издательства ""Просвещение""";Линия УМК;Примечание;Год издания;Цена с НДС, руб. ;Заказ (количество экз);Система
1.2.5.1.1.4;;31-0264-01;8;Питерских А. С. / Под ред. Неменского Б. М.;Изобразительное искусство. 8 класс. В 4-х ч. Ч.1 (для слабовидящих обучающихся);Неменский Б.М. (5-8);;2016;1540,00;;
1.2.5.1.1.4;;31-0265-01;8;Питерских А. С. / Под ред. Неменского Б. М.;Изобразительное искусство. 8 класс. В 4-х ч. Ч.2 (для слабовидящих обучающихся);Неменский Б.М. (5-8);;2016;1320,00;;
1.2.5.1.1.4;;31-0266-01;8;Питерских А. С. / Под ред. Неменского Б. М.;Изобразительное искусство. 8 класс. В 4-х ч. Ч.3 (для слабовидящих обучающихся);Неменский Б.М. (5-8);;2016;1265,00;;
1.2.5.1.1.4;;31-0267-01;8;Питерских А. С. / Под ред. Неменского Б. М.;Изобразительное искусство. 8 класс. В 4-х ч. Ч.4 (для слабовидящих обучающихся);Неменский Б.М. (5-8);;2016;1265,00;;
1.2.5.1.5.1;;31-0241-01;5;Шпикалова Т. Я., Ершова Л. В., Поровская Г. А. и др. / Под ред. Шпикаловой Т. Я.;Изобразительное искусство. 5 класс. В 4-х ч. Ч.1 (для слабовидящих обучающихся);Шпикалова Т.Я. (5-8);;2016;1210,00;;
1.2.5.1.5.1;;31-0242-01;5;Шпикалова Т. Я., Ершова Л. В., Поровская Г. А. и др. / Под ред. Шпикаловой Т. Я.;Изобразительное искусство. 5 класс. В 4-х ч. Ч.2 (для слабовидящих обучающихся);Шпикалова Т.Я. (5-8);;2016;1210,00;;
1.2.5.1.5.1;;31-0243-01;5;Шпикалова Т. Я., Ершова Л. В., Поровская Г. А. и др. / Под ред. Шпикаловой Т. Я.;Изобразительное искусство. 5 класс. В 4-х ч. Ч.3 (для слабовидящих обучающихся);Шпикалова Т.Я. (5-8);;2016;1210,00;;
1.2.5.1.5.1;;31-0244-01;5;Шпикалова Т. Я., Ершова Л. В., Поровская Г. А. и др. / Под ред. Шпикаловой Т. Я.;Изобразительное искусство. 5 класс. В 4-х ч. Ч.4 (для слабовидящих обучающихся);Шпикалова Т.Я. (5-8);;2016;1210,00;;
1.2.5.1.5.3;;31-0245-01;7;Шпикалова Т. Я., Ершова Л. В., Поровская Г. А. и др. / Под ред. Шпикаловой Т. Я.;Изобразительное искусство. 7 класс. В 4-х ч. Ч.1 (для слабовидящих обучающихся);Шпикалова Т.Я. (5-8);;2016;1210,00;;
1.2.5.1.5.3;;31-0246-01;7;Шпикалова Т. Я., Ершова Л. В., Поровская Г. А. и др. / Под ред. Шпикаловой Т. Я.;Изобразительное искусство. 7 класс. В 4-х ч. Ч.2 (для слабовидящих обучающихся);Шпикалова Т.Я. (5-8);;2016;1210,00;;
1.2.5.1.5.3;;31-0252-01;7;Шпикалова Т. Я., Ершова Л. В., Поровская Г. А. и др. / Под ред. Шпикаловой Т. Я.;Изобразительное искусство. 7 класс. В 4-х ч. Ч.3 (для слабовидящих обучающихся);Шпикалова Т.Я. (5-8);;2016;1210,00;;
1.2.5.1.5.3;;31-0253-01;7;Шпикалова Т. Я., Ершова Л. В., Поровская Г. А. и др. / Под ред. Шпикаловой Т. Я.;Изобразительное искусство. 7 класс. В 4-х ч. Ч.4 (для слабовидящих обучающихся);Шпикалова Т.Я. (5-8);;2016;1210,00;;
1.2.5.2.3.1;;30-0141-01;5;Сергеева Г. П., Критская Е. Д.;Музыка. 5 класс. В 2-х ч. Ч.1 (для слабовидящих обучающихся);Сергеева Г.П., Критская Е.Д. (5-7);;2016;1210,00;;
1.2.5.2.3.1;;30-0142-01;5;Сергеева Г. П., Критская Е. Д.;Музыка. 5 класс. В 2-х ч. Ч.2 (для слабовидящих обучающихся);Сергеева Г.П., Критская Е.Д. (5-7);;2016;1375,00;;
1.2.5.2.3.2;;30-0149-01;6;Сергеева Г. П., Критская Е. Д.;Музыка. 6 класс. В 2-х ч. Ч.1 (для слабовидящих обучающихся);Сергеева Г.П., Критская Е.Д. (5-7);;2016;1430,00;;
1.2.5.2.3.2;;30-0150-01;6;Сергеева Г. П., Критская Е. Д.;Музыка. 6 класс. В 2-х ч. Ч.2 (для слабовидящих обучающихся);Сергеева Г.П., Критская Е.Д. (5-7);;2016;1265,00;;
1.2.5.2.3.3;;30-0143-01;7;Сергеева Г. П., Критская Е. Д.;Музыка. 7 класс. В 2-х ч. Ч.1 (для слабовидящих обучающихся);Сергеева Г.П., Критская Е.Д. (5-7);;2016;1430,00;;
1.2.5.2.3.3;;30-0144-01;7;Сергеева Г. П., Критская Е. Д.;Музыка. 7 класс. В 2-х ч. Ч.2 (для слабовидящих обучающихся);Сергеева Г.П., Критская Е.Д. (5-7);;2016;1430,00;;
1.2.7.1.2.1;;33-0149-01; 5 - 7;Виленский М. Я., Туревский И. М., Торочкова Т. Ю. и др. / Под ред. Виленского М. Я.;Физическая культура. 5-7 классы. В 3-х ч. Ч. 1 (для слабовидящих обучающихся);Лях В.И. (5-9);;2016;1320,00;;
1.2.7.1.2.1;;33-0150-01; 5 - 7;Виленский М. Я., Туревский И. М., Торочкова Т. Ю. и др. / Под ред. Виленского М. Я.;Физическая культура. 5-7 классы. В 3-х ч. Ч. 2 (для слабовидящих обучающихся);Лях В.И. (5-9);;2016;1320,00;;
1.2.7.1.2.1;;33-0151-01; 5 - 7;Виленский М. Я., Туревский И. М., Торочкова Т. Ю. и др. / Под ред. Виленского М. Я.;Физическая культура. 5-7 классы. В 3-х ч. Ч. 3 (для слабовидящих обучающихся);Лях В.И. (5-9);;2016;880,00;;
1.2.7.1.3.1;;33-0145-01;5;Матвеев А. П.;Физическая культура. 5 класс (для слабовидящих обучающихся);Матвеев А.П. (5-9);;2016;1430,00;;
1.2.7.1.3.2;;33-0154-01; 6 - 7;Матвеев А. П.;Физическая культура. 6-7 классы. В 2-х ч. Ч. 1 (для слабовидящих обучающихся);Матвеев А.П. (5-9);;2016;1265,00;;
1.2.7.1.3.2;;33-0155-01; 6 - 7;Матвеев А. П.;Физическая культура. 6-7 классы. В 2-х ч. Ч. 2 (для слабовидящих обучающихся);Матвеев А.П. (5-9);;2016;1265,00;;
1.2.7.2.3.1;;34-0276-01;5;Смирнов А. Т., Хренников Б. О. / Под ред. Смирнова А. Т.;Основы безопасности жизнедеятельности. 5 класс. В 3-х ч. Ч. 1 (для слабовидящих обучающихся);Смирнов А.Т. (5-9);;2016;1540,00;;
1.2.7.2.3.1;;34-0277-01;5;Смирнов А. Т., Хренников Б. О. / Под ред. Смирнова А. Т.;Основы безопасности жизнедеятельности. 5 класс. В 3-х ч. Ч. 2 (для слабовидящих обучающихся);Смирнов А.Т. (5-9);;2016;1320,00;;
1.2.7.2.3.1;;34-0278-01;5;Смирнов А. Т., Хренников Б. О. / Под ред. Смирнова А. Т.;Основы безопасности жизнедеятельности. 5 класс. В 3-х ч. Ч. 3 (для слабовидящих обучающихся);Смирнов А.Т. (5-9);;2016;990,00;;
1.2.7.2.3.2;;34-0279-01;6;Смирнов А. Т., Хренников Б. О. / Под ред. Смирнова А. Т.;Основы безопасности жизнедеятельности. 6 класс. В 2-х ч. Ч. 1 (для слабовидящих обучающихся);Смирнов А.Т. (5-9);;2016;1474,00;;
1.2.7.2.3.2;;34-0280-01;6;Смирнов А. Т., Хренников Б. О. / Под ред. Смирнова А. Т.;Основы безопасности жизнедеятельности. 6 класс. В 2-х ч. Ч. 2 (для слабовидящих обучающихся);Смирнов А.Т. (5-9);;2016;1377,20;;
1.2.7.2.3.3;;34-0281-01;7;Смирнов А. Т., Хренников Б. О. / Под ред. Смирнова А. Т.;Основы безопасности жизнедеятельности. 7 класс. В 3-х ч. Ч. 1 (для слабовидящих обучающихся);Смирнов А.Т. (5-9);;2016;1320,00;;
1.2.7.2.3.3;;34-0282-01;7;Смирнов А. Т., Хренников Б. О. / Под ред. Смирнова А. Т.;Основы безопасности жизнедеятельности. 7 класс. В 3-х ч. Ч. 2 (для слабовидящих обучающихся);Смирнов А.Т. (5-9);;2016;1430,00;;
1.2.7.2.3.3;;34-0283-01;7;Смирнов А. Т., Хренников Б. О. / Под ред. Смирнова А. Т.;Основы безопасности жизнедеятельности. 7 класс. В 3-х ч. Ч. 3 (для слабовидящих обучающихся);Смирнов А.Т. (5-9);;2016;880,00;;
1.2.7.2.3.4;;34-0284-01;8;Смирнов А. Т., Хренников Б. О. / Под ред. Смирнова А. Т.;Основы безопасности жизнедеятельности. 8 класс. В 4-х ч. Ч. 1 (для слабовидящих обучающихся);Смирнов А.Т. (5-9);;2016;1430,00;;
1.2.7.2.3.4;;34-0285-01;8;Смирнов А. Т., Хренников Б. О. / Под ред. Смирнова А. Т.;Основы безопасности жизнедеятельности. 8 класс. В 4-х ч. Ч. 2 (для слабовидящих обучающихся);Смирнов А.Т. (5-9);;2016;1155,00;;
1.2.7.2.3.4;;34-0286-01;8;Смирнов А. Т., Хренников Б. О. / Под ред. Смирнова А. Т.;Основы безопасности жизнедеятельности. 8 класс. В 4-х ч. Ч. 3 (для слабовидящих обучающихся);Смирнов А.Т. (5-9);;2016;1155,00;;
1.2.7.2.3.4;;34-0287-01;8;Смирнов А. Т., Хренников Б. О. / Под ред. Смирнова А. Т.;Основы безопасности жизнедеятельности. 8 класс. В 4-х ч. Ч. 4 (для слабовидящих обучающихся);Смирнов А.Т. (5-9);;2016;1320,00;;
1.2.7.2.3.5;;34-0288-01;9;Смирнов А. Т., Хренников Б. О. / Под ред. Смирнова А. Т.;Основы безопасности жизнедеятельности. 9 класс. В 3-х ч. Ч. 1 (для слабовидящих обучающихся);Смирнов А.Т. (5-9);;2016;1430,00;;
1.2.7.2.3.5;;34-0289-01;9;Смирнов А. Т., Хренников Б. О. / Под ред. Смирнова А. Т.;Основы безопасности жизнедеятельности. 9 класс. В 3-х ч. Ч. 2 (для слабовидящих обучающихся);Смирнов А.Т. (5-9);;2016;1210,00;;
1.2.7.2.3.5;;34-0290-01;9;Смирнов А. Т., Хренников Б. О. / Под ред. Смирнова А. Т.;Основы безопасности жизнедеятельности. 9 класс. В 3-х ч. Ч. 3 (для слабовидящих обучающихся);Смирнов А.Т. (5-9);;2016;1430,00;;
1.3.1.1.1.1;;11-0936-01; 10 - 11;Власенков А. И., Рыбченкова Л. М.;Русский язык и литература. Русский язык. 10-11 классы. Базовый уровень. В 3-х ч. Ч.1 (для слабовидящих обучающихся);Власенков А.И. (10-11) (Базовый);;2016;1100,00;;
1.3.1.1.1.1;;11-0937-01; 10 - 11;Рыбченкова Л. М., Власенков А. И.;Русский язык и литература. Русский язык. 10-11 классы. Базовый уровень. В 3-х ч. Ч.2 (для слабовидящих обучающихся);Власенков А.И. (10-11) (Базовый);;2016;1100,00;;
1.3.1.1.1.1;;11-0938-01; 10 - 11;Власенков А. И., Рыбченкова Л. М.;Русский язык и литература. Русский язык. 10-11 классы. Базовый уровень. В 3-х ч. Ч.3 (для слабовидящих обучающихся);Власенков А.И. (10-11) (Базовый);;2016;1100,00;;
1.3.1.1.1.2;;12-0734-01;10;Лебедев Ю. В., Романова А. Н., Смирнова Л. Н.;Русский язык и литература. Литература. 10 класс. В 5-и ч. Ч.1. (для слабовидящих обучающихся);Лебедев Ю.В. (10-11) (Базовый);;2016;1375,00;;
1.3.1.1.1.2;;12-0735-01;10;Лебедев Ю. В., Романова А. Н., Смирнова Л. Н.;Русский язык и литература. Литература. 10 класс. В 5-и ч. Ч.2. (для слабовидящих обучающихся);Лебедев Ю.В. (10-11) (Базовый);;2016;1375,00;;
1.3.1.1.1.2;;12-0736-01;10;Лебедев Ю. В., Романова А. Н., Смирнова Л. Н.;Русский язык и литература. Литература. 10 класс. В 5-и ч. Ч.3. (для слабовидящих обучающихся);Лебедев Ю.В. (10-11) (Базовый);;2016;1375,00;;
1.3.1.1.1.2;;12-0737-01;10;Лебедев Ю. В., Романова А. Н., Смирнова Л. Н.;Русский язык и литература. Литература. 10 класс. В 5-и ч. Ч.4. (для слабовидящих обучающихся);Лебедев Ю.В. (10-11) (Базовый);;2016;1375,00;;
1.3.1.1.1.2;;12-0738-01;10;Лебедев Ю. В., Романова А. Н., Смирнова Л. Н.;Русский язык и литература. Литература. 10 класс. В 5-и ч. Ч.5. (для слабовидящих обучающихся);Лебедев Ю.В. (10-11) (Базовый);;2016;1320,00;;
1.3.1.1.1.3;;12-0739-01;11;Михайлов О. Н., Шайтанов И. О., Чалмаев В. А. и др. / Под ред. Журавлева В. П.;Русский язык и литература. Литература. 11 кл.. В 5-и ч.. Ч.1. (для слабовидящих обучающихся);Лебедев Ю.В. (10-11) (Базовый);;2016;1595,00;;
1.3.1.1.1.3;;12-0740-01;11;Михайлов О. Н., Шайтанов И. О., Чалмаев В. А. и др. / Под ред. Журавлева В. П.;Русский язык и литература. Литература. 11 кл.. В 5-и ч.. Ч.2. (для слабовидящих обучающихся);Лебедев Ю.В. (10-11) (Базовый);;2016;1595,00;;
1.3.1.1.1.3;;12-0741-01;11;Михайлов О. Н., Шайтанов И. О., Чалмаев В. А. и др. / Под ред. Журавлева В. П.;Русский язык и литература. Литература. 11 кл.. В 5-и ч.. Ч.3. (для слабовидящих обучающихся);Лебедев Ю.В. (10-11) (Базовый);;2016;1595,00;;
1.3.1.1.1.3;;12-0742-01;11;Михайлов О. Н., Шайтанов И. О., Чалмаев В. А. и др. / Под ред. Журавлева В. П.;Русский язык и литература. Литература. 11 кл.. В 5-и ч.. Ч.4. (для слабовидящих обучающихся);Лебедев Ю.В. (10-11) (Базовый);;2016;1595,00;;
1.3.1.1.1.3;;12-0743-01;11;Михайлов О. Н., Шайтанов И. О., Чалмаев В. А. и др. / Под ред. Журавлева В. П.;Русский язык и литература. Литература. 11 кл.. В 5-и ч.. Ч.5. (для слабовидящих обучающихся);Лебедев Ю.В. (10-11) (Базовый);;2016;1595,00;;
1.3.2.2.1.1;;24-3472-01;10;Афанасьева О. В., Михеева И. В.;Английский язык. X класс. В 2-х ч. Ч.1 (для слабовидящих обучающихся);Афанасьева О.В. (10-11) У;;2016;1430,00;;
1.3.2.2.1.1;;24-3473-01;10;Афанасьева О. В., Михеева И. В.;Английский язык. X класс. В 2-х ч. Ч.2 (для слабовидящих обучающихся);Афанасьева О.В. (10-11) У;;2016;1430,00;;
1.3.2.2.1.2;;24-3474-01;11;Афанасьева О. В., Михеева И. В.;Английский язык. XI класс. В 3-х ч. Ч.1 (для слабовидящих обучающихся);Афанасьева О.В. (10-11) У;;2016;1320,00;;
1.3.2.2.1.2;;24-3475-01;11;Афанасьева О. В., Михеева И. В.;Английский язык. XI класс. В 3-х ч. Ч.2 (для слабовидящих обучающихся);Афанасьева О.В. (10-11) У;;2016;1320,00;;
1.3.2.2.1.2;;24-3476-01;11;Афанасьева О. В., Михеева И. В.;Английский язык. XI класс. В 3-х ч. Ч.3 (для слабовидящих обучающихся);Афанасьева О.В. (10-11) У;;2016;1320,00;;
1.2.2.1.7.5;;15-0943-01;10;Горинов М. М., Данилов А. А., Моруков М. Ю. и др.;История России. 10 класс. В 6-и ч. Ч.1 (для слабовидящих обучающихся);Под ред. Торкунова А. В. (6-10);;2016;1155,00;;
1.2.2.1.7.5;;15-0944-01;10;Горинов М. М., Данилов А. А., Моруков М. Ю. и др.;История России. 10 класс. В 6-и ч. Ч.2 (для слабовидящих обучающихся);Под ред. Торкунова А. В. (6-10);;2016;1320,00;;
1.2.2.1.7.5;;15-0945-01;10;Горинов М. М., Данилов А. А., Моруков М. Ю. и др.;История России. 10 класс. В 6-и ч. Ч.3 (для слабовидящих обучающихся);Под ред. Торкунова А. В. (6-10);;2016;1155,00;;
1.2.2.1.7.5;;15-0946-01;10;Горинов М. М., Данилов А. А., Моруков М. Ю. и др.;История России. 10 класс. В 6-и ч. Ч.4 (для слабовидящих обучающихся);Под ред. Торкунова А. В. (6-10);;2016;1320,00;;
1.2.2.1.7.5;;15-0947-01;10;Горинов М. М., Данилов А. А., Моруков М. Ю. и др.;История России. 10 класс. В 6-и ч. Ч.5 (для слабовидящих обучающихся);Под ред. Торкунова А. В. (6-10);;2016;880,00;;
1.2.2.1.7.5;;15-0948-01;10;Горинов М. М., Данилов А. А., Моруков М. Ю. и др.;История России. 10 класс. В 6-и ч. Ч.6 (для слабовидящих обучающихся);Под ред. Торкунова А. В. (6-10);;2016;1320,00;;
1.3.3.1.7.1;;15-0949-01;10;Уколова В.И., Ревякин А.В. / под ред. Чубарьяна А.О.;История. Всеобщая история. 10 класс. Базовый уровень. В 3-х ч. Ч.1 (для слабовидящих обучающихся);Чубарьян А.О. (10-11) (Базовый);;2016;1650,00;;
1.3.3.1.7.1;;15-0950-01;10;Уколова В.И., Ревякин А.В. / под ред. Чубарьяна А.О.;История. Всеобщая история. 10 класс. Базовый уровень. В 3-х ч. Ч.2 (для слабовидящих обучающихся);Чубарьян А.О. (10-11) (Базовый);;2016;1540,00;;
1.3.3.1.7.1;;15-0951-01;10;Уколова В.И., Ревякин А.В. / под ред. Чубарьяна А.О.;История. Всеобщая история. 10 класс. Базовый уровень. В 3-х ч. Ч.3 (для слабовидящих обучающихся);Чубарьян А.О. (10-11) (Базовый);;2016;1540,00;;
1.3.3.1.7.2;;15-0952-01;11;Улунян А. А., Сергеев Е. Ю. / под ред. Чубарьяна А. О.;История. Всеобщая история. 11 класс. Базовый уровень. В 3-х ч. Ч.1 (для слабовидящих обучающихся);Чубарьян А.О. (10-11) (Базовый);;2016;1540,00;;
1.3.3.1.7.2;;15-0953-01;11;Улунян А. А., Сергеев Е. Ю. / под ред. Чубарьяна А. О.;История. Всеобщая история. 11 класс. Базовый уровень. В 3-х ч. Ч.2 (для слабовидящих обучающихся);Чубарьян А.О. (10-11) (Базовый);;2016;1650,00;;
1.3.3.1.7.2;;15-0954-01;11;Улунян А. А., Сергеев Е. Ю. / под ред. Чубарьяна А. О.;История. Всеобщая история. 11 класс. Базовый уровень. В 3-х ч. Ч.3 (для слабовидящих обучающихся);Чубарьян А.О. (10-11) (Базовый);;2016;1430,00;;
1.3.3.3.1.1;;16-0367-01;10;Боголюбов Л. Н., Аверьянов Ю. И., Белявский А. В. и др. / Под ред. Боголюбова Л. Н., Лазебниковой А.;Обществознание. 10 класс. Базовый уровень. В 3-х ч. Ч.1 (для слабовидящих обучающихся);Боголюбов Л.Н. (10-11) (Базовый);;2016;1320,00;;
1.3.3.3.1.1;;16-0368-01;10;Боголюбов Л. Н., Аверьянов Ю. И., Белявский А. В. и др. / Под ред. Боголюбова Л. Н., Лазебниковой А.;Обществознание. 10 класс. Базовый уровень. В 3-х ч. Ч.2 (для слабовидящих обучающихся);Боголюбов Л.Н. (10-11) (Базовый);;2016;1210,00;;
1.3.3.3.1.1;;16-0369-01;10;Боголюбов Л. Н., Аверьянов Ю. И., Белявский А. В. и др. / Под ред. Боголюбова Л. Н., Лазебниковой А.;Обществознание. 10 класс. Базовый уровень. В 3-х ч. Ч.3 (для слабовидящих обучающихся);Боголюбов Л.Н. (10-11) (Базовый);;2016;1650,00;;
1.3.3.3.1.2;;16-0370-01;11;Боголюбов Л. Н., Городецкая Н. И., Иванова Л. Ф., и др./ Под ред. Боголюбова Л. Н., Лазебниковой А.;Обществознание. 11 класс. Базовый уровень. В 3-х ч. Ч.1 (для слабовидящих обучающихся);Боголюбов Л.Н. (10-11) (Базовый);;2016;1650,00;;
1.3.3.3.1.2;;16-0371-01;11;Боголюбов Л. Н., Городецкая Н. И., Иванова Л. Ф., и др./ Под ред. Боголюбова Л. Н., Лазебниковой А.;Обществознание. 11 класс. Базовый уровень. В 3-х ч. Ч.2 (для слабовидящих обучающихся);Боголюбов Л.Н. (10-11) (Базовый);;2016;1100,00;;
1.3.3.3.1.2;;16-0372-01;11;Боголюбов Л. Н., Городецкая Н. И., Иванова Л. Ф., и др./ Под ред. Боголюбова Л. Н., Лазебниковой А.;Обществознание. 11 класс. Базовый уровень. В 3-х ч. Ч.3 (для слабовидящих обучающихся);Боголюбов Л.Н. (10-11) (Базовый);;2016;1430,00;;
1.3.3.4.2.1;;19-0516-01;10;Гладкий Ю. Н., Николина В. В;География. 10 класс. В 2-х ч. Ч.1 (для слабовидящих обучающихся);Полярная звезда (10-11) (Базовый);;2016;1430,00;;
1.3.3.4.2.1;;19-0517-01;10;Гладкий Ю. Н., Николина В. В;География. 10 класс. В 2-х ч. Ч.2 (для слабовидящих обучающихся);Полярная звезда (10-11) (Базовый);;2016;1430,00;;
1.3.3.4.2.2;;19-0518-01;11;Гладкий Ю. Н., Николина В. В.;География. 11 класс. В 2-х ч. Ч.1 (для слабовидящих обучающихся);Полярная звезда (10-11) (Базовый);;2016;1430,00;;
1.3.3.4.2.2;;19-0519-01;11;Гладкий Ю. Н., Николина В. В.;География. 11 класс. В 2-х ч. Ч.2 (для слабовидящих обучающихся);Полярная звезда (10-11) (Базовый);;2016;1430,00;;
1.3.3.4.5.1;;19-0545-01; 10 - 11;Максаковский В.П.;География. 10-11 классы. В 4-х ч. Ч.1 (для слабовидящих обучающихся);Максаковский В.П. (10) (Базовый);;2016;1375,00;;
1.3.3.4.5.1;;19-0546-01; 10 - 11;Максаковский В.П.;География. 10-11 классы. В 4-х ч. Ч.2 (для слабовидящих обучающихся);Максаковский В.П. (10) (Базовый);;2016;1375,00;;
1.3.3.4.5.1;;19-0547-01; 10 - 11;Максаковский В.П.;География. 10-11 классы. В 4-х ч. Ч.3 (для слабовидящих обучающихся);Максаковский В.П. (10) (Базовый);;2016;1320,00;;
1.3.3.4.5.1;;19-0548-01; 10 - 11;Максаковский В.П.;География. 10-11 классы. В 4-х ч. Ч.4 (для слабовидящих обучающихся);Максаковский В.П. (10) (Базовый);;2016;1320,00;;
1.3.4.1.1.2;;13-0967-01;10;Колягин Ю. М., Ткачева М. В., Федорова Н. Е. и др.;Математика: алгебра и начала математического анализа, геометрия. Алгабра и начала математического анализа. 10 класс. В 4-х ч. Ч.1 (для слабовидящих обучающихся);Колягин Ю.М.(10-11)  (Базовый / Углубленный);;2016;1650,00;;
1.3.4.1.1.2;;13-0968-01;10;Колягин Ю. М., Ткачева М. В., Федорова Н. Е. и др.;Математика: алгебра и начала математического анализа, геометрия. Алгабра и начала математического анализа. 10 класс. В 4-х ч. Ч.2 (для слабовидящих обучающихся);Колягин Ю.М.(10-11)  (Базовый / Углубленный);;2016;1650,00;;
1.3.4.1.1.2;;13-0969-01;10;Колягин Ю. М., Ткачева М. В., Федорова Н. Е. и др.;Математика: алгебра и начала математического анализа, геометрия. Алгабра и начала математического анализа. 10 класс. В 4-х ч. Ч.3 (для слабовидящих обучающихся);Колягин Ю.М.(10-11)  (Базовый / Углубленный);;2016;1650,00;;
1.3.4.1.1.2;;13-0970-01;10;Колягин Ю. М., Ткачева М. В., Федорова Н. Е. и др.;Математика: алгебра и начала математического анализа, геометрия. Алгабра и начала математического анализа. 10 класс. В 4-х ч. Ч.4 (для слабовидящих обучающихся);Колягин Ю.М.(10-11)  (Базовый / Углубленный);;2016;1650,00;;
1.3.4.1.1.3;;13-0971-01;11;Колягин Ю. М., Ткачева М. В., Федорова Н. Е. и др.;Математика: алгебра и начала математического анализа, геометрия. Алгебра и начала математического анализа. 11 класс. В 4-х ч. Ч.1 (для слабовидящих обучающихся);Колягин Ю.М.(10-11)  (Базовый / Углубленный);;2016;1650,00;;
1.3.4.1.1.3;;13-0972-01;11;Колягин Ю. М., Ткачева М. В., Федорова Н. Е. и др.;Математика: алгебра и начала математического анализа, геометрия. Алгебра и начала математического анализа. 11 класс. В 4-х ч. Ч.2 (для слабовидящих обучающихся);Колягин Ю.М.(10-11)  (Базовый / Углубленный);;2016;1650,00;;
1.3.4.1.1.3;;13-0973-01;11;Колягин Ю. М., Ткачева М. В., Федорова Н. Е. и др.;Математика: алгебра и начала математического анализа, геометрия. Алгебра и начала математического анализа. 11 класс. В 4-х ч. Ч.3 (для слабовидящих обучающихся);Колягин Ю.М.(10-11)  (Базовый / Углубленный);;2016;1650,00;;
1.3.4.1.1.3;;13-0974-01;11;Колягин Ю. М., Ткачева М. В., Федорова Н. Е. и др.;Математика: алгебра и начала математического анализа, геометрия. Алгебра и начала математического анализа. 11 класс. В 4-х ч. Ч.4 (для слабовидящих обучающихся);Колягин Ю.М.(10-11)  (Базовый / Углубленный);;2016;1650,00;;
1.3.4.1.2.1;;13-0987-01; 10 - 11;Атанасян Л. С., Бутузов В. Ф., Кадомцев С. Б. и др.;Математика: алгебра и начала математического анализа, геометрия. Геометрия. 10-11 класс. В 3-х ч. Ч.1 (для слабовидящих обучающихся);Атанасян Л.С. (10-11) (Базовый / Углубленный);;2016;1540,00;;
1.3.4.1.2.1;;13-0990-01; 10 - 11;Атанасян Л. С., Бутузов В. Ф., Кадомцев С. Б. и др.;Математика: алгебра и начала математического анализа, геометрия. Геометрия. 10-11 класс. В 3-х ч. Ч.2 (для слабовидящих обучающихся);Атанасян Л.С. (10-11) (Базовый / Углубленный);;2016;1540,00;;
1.3.4.1.2.1;;13-0992-01; 10 - 11;Атанасян Л. С., Бутузов В. Ф., Кадомцев С. Б. и др.;Математика: алгебра и начала математического анализа, геометрия. Геометрия. 10-11 класс. В 3-х ч. Ч.3 (для слабовидящих обучающихся);Атанасян Л.С. (10-11) (Базовый / Углубленный);;2016;1540,00;;
1.3.4.1.2.2;;13-1016-01; 10 - 11;Алимов Ш. А., Колягин Ю. М., Ткачева М. В. и др.;Математика: алгебра и начала математического анализа, геометрия. Алгебра и начала математического анализа. 10-11 классы. В 4-х ч. Ч.1  (для слабовидящих обучающихся);Алимов Ш.А. (10-11) (Базовый/ Углубленный);;2016;1540,00;;
1.3.4.1.2.2;;13-1017-01; 10 - 11;Алимов Ш. А., Колягин Ю. М., Ткачева М. В. и др.;Математика: алгебра и начала математического анализа, геометрия. Алгебра и начала математического анализа. 10-11 классы. В 4-х ч. Ч.2  (для слабовидящих обучающихся);Алимов Ш.А. (10-11) (Базовый/ Углубленный);;2016;1540,00;;
1.3.4.1.2.2;;13-1018-01; 10 - 11;Алимов Ш. А., Колягин Ю. М., Ткачева М. В. и др.;Математика: алгебра и начала математического анализа, геометрия. Алгебра и начала математического анализа. 10-11 классы. В 4-х ч. Ч.3  (для слабовидящих обучающихся);Алимов Ш.А. (10-11) (Базовый/ Углубленный);;2016;1540,00;;
1.3.4.1.2.2;;13-1019-01; 10 - 11;Алимов Ш. А., Колягин Ю. М., Ткачева М. В. и др.;Математика: алгебра и начала математического анализа, геометрия. Алгебра и начала математического анализа. 10-11 классы. В 4-х ч. Ч.4  (для слабовидящих обучающихся);Алимов Ш.А. (10-11) (Базовый/ Углубленный);;2016;1540,00;;
1.3.4.3.1.1;;14-0342-01;10;Гейн А. Г., Ливчак А. Б., Сенокосов А. И. и др.;Информатика. 10 класс. В 3-х ч. Ч.1 (для слабовидящих обучающихся);Гейн А.Г. (10-11) (Базовый / Углубленный);;2016;1650,00;;
1.3.4.3.1.1;;14-0343-01;10;Гейн А. Г., Ливчак А. Б., Сенокосов А. И. и др.;Информатика. 10 класс. В 3-х ч. Ч.2 (для слабовидящих обучающихся);Гейн А.Г. (10-11) (Базовый / Углубленный);;2016;1650,00;;
1.3.4.3.1.1;;14-0344-01;10;Гейн А. Г., Ливчак А. Б., Сенокосов А. И. и др.;Информатика. 10 класс. В 3-х ч. Ч.3 (для слабовидящих обучающихся);Гейн А.Г. (10-11) (Базовый / Углубленный);;2016;1650,00;;
