;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
№ ФП массового учебника;Система;Код 1С;Класс;"Автор в 1С издательства ""Просвещение""";"Наименование в 1С издательства ""Просвещение""";Линия УМК;Примечание;Год издания;Цена с НДС, руб. ;Заказ (количество экз);Система
1.2.3.2.5.3;;13-1003-01;9;Макарычев Ю. Н., Миндюк Н. Г., Нешков К. И. и др.;Алгебра. 9 класс. В 4-х ч. Ч.1  (для слабовидящих обучающихся);Макарычев Ю.Н. (7-9);;2016;1100,00;;
1.2.3.2.5.3;;13-1004-01;9;Макарычев Ю. Н., Миндюк Н. Г., Нешков К. И. и др.;Алгебра. 9 класс. В 4-х ч. Ч.2  (для слабовидящих обучающихся);Макарычев Ю.Н. (7-9);;2016;1100,00;;
1.2.3.2.5.3;;13-1005-01;9;Макарычев Ю. Н., Миндюк Н. Г., Нешков К. И. и др.;Алгебра. 9 класс. В 4-х ч. Ч.3  (для слабовидящих обучающихся);Макарычев Ю.Н. (7-9);;2016;1100,00;;
1.2.3.2.5.3;;13-1006-01;9;Макарычев Ю. Н., Миндюк Н. Г., Нешков К. И. и др.;Алгебра. 9 класс. В 4-х ч. Ч.4  (для слабовидящих обучающихся);Макарычев Ю.Н. (7-9);;2016;1100,00;;
1.2.3.3.2.1;;13-0982-01;7-9;Атанасян Л. С., Бутузов В. Ф., Кадомцев С. Б. и др.;Геометрия. 7-9 классы. В 4-х ч. Ч.1 (для слабовидящих обучающихся);Атанасян Л.С. (7-9);;2016;990,00;;
1.2.3.3.2.1;;13-0983-01;7-9;Атанасян Л. С., Бутузов В. Ф., Кадомцев С. Б. и др.;Геометрия. 7-9 классы. В 4-х ч. Ч.2 (для слабовидящих обучающихся);Атанасян Л.С. (7-9);;2016;990,00;;
1.2.3.3.2.1;;13-0984-01;7-9;Атанасян Л. С., Бутузов В. Ф., Кадомцев С. Б. и др.;Геометрия. 7-9 классы. В 4-х ч. Ч.3 (для слабовидящих обучающихся);Атанасян Л.С. (7-9);;2016;990,00;;
1.2.3.3.2.1;;13-0985-01;7-9;Атанасян Л. С., Бутузов В. Ф., Кадомцев С. Б. и др.;Геометрия. 7-9 классы. В 4-х ч. Ч.4 (для слабовидящих обучающихся);Атанасян Л.С. (7-9);;2016;990,00;;
1.2.3.3.3.1;;13-1007-01;7;Бутузов В. Ф., Каданцев С. Б., Прасолов В. В.;Геометрия. 7 класс. В 2-х ч. Ч.1  (для слабовидящих обучающихся);Бутузов В.Ф. (7-9);;2016;1320,00;;
1.2.3.3.3.1;;13-1008-01;7;Бутузов В. Ф., Каданцев С. Б., Прасолов В. В.;Геометрия. 7 класс. В 2-х ч. Ч.2  (для слабовидящих обучающихся);Бутузов В.Ф. (7-9);;2016;1540,00;;
1.2.3.3.6.1;;13-1009-01; 7 - 9;Погорелов А. В.;Геометрия. 7-9 классы. В 3-х ч. Ч.1  (для слабовидящих обучающихся);Погорелов А.В. (7-9);;2016;1650,00;;
1.2.3.3.6.1;;13-1010-01; 7 - 9;Погорелов А. В.;Геометрия. 7-9 классы. В 3-х ч. Ч.2  (для слабовидящих обучающихся);Погорелов А.В. (7-9);;2016;1650,00;;
1.2.3.3.6.1;;13-1011-01; 7 - 9;Погорелов А. В.;Геометрия. 7-9 классы. В 3-х ч. Ч.3  (для слабовидящих обучающихся);Погорелов А.В. (7-9);;2016;1650,00;;
1.2.4.1.1.1;;21-0465-01;7;Белага В. В., Ломаченков И. А., Панебратцев Ю. А.;Физика. 7 класс. В 2-х ч. Ч.1 (для слабовидящих обучающихся);Сферы-Физика (7-9);;2016;1650,00;;
1.2.4.1.1.1;;21-0466-01;7;Белага В. В., Ломаченков И. А., Панебратцев Ю. А.;Физика. 7 класс. В 2-х ч. Ч.2 (для слабовидящих обучающихся);Сферы-Физика (7-9);;2016;1650,00;;
1.2.4.1.4.1;;21-0470-01;7;Кабардин О. Ф.;Физика. 7 класс. В 3-х ч. Ч.1 (для слабовидящих обучающихся);Архимед (7-9);;2016;1210,00;;
1.2.4.1.4.1;;21-0468-01;7;Кабардин О. Ф.;Физика. 7 класс. В 3-х ч. Ч.2 (для слабовидящих обучающихся);Архимед (7-9);;2016;1320,00;;
1.2.4.1.4.1;;21-0469-01;7;Кабардин О. Ф.;Физика. 7 класс. В 3-х ч. Ч.3 (для слабовидящих обучающихся);Архимед (7-9);;2016;1320,00;;
1.2.4.1.4.2;;21-0471-01;8;Кабардин О. Ф.;Физика. 8 класс. В 3-х ч. Ч.1 (для слабовидящих обучающихся);Архимед (7-9);;2016;1320,00;;
1.2.4.1.4.2;;21-0472-01;8;Кабардин О. Ф.;Физика. 8 класс. В 3-х ч. Ч.2 (для слабовидящих обучающихся);Архимед (7-9);;2016;1320,00;;
1.2.4.1.4.2;;21-0473-01;8;Кабардин О. Ф.;Физика. 8 класс. В 3-х ч. Ч.3 (для слабовидящих обучающихся);Архимед (7-9);;2016;1430,00;;
1.2.4.1.4.3;;21-0474-01;9;Кабардин О. Ф.;Физика. 9 класс. В 2-х ч. Ч.1 (для слабовидящих обучающихся);Архимед (7-9);;2016;1650,00;;
1.2.4.1.4.3;;21-0475-01;9;Кабардин О. Ф.;Физика. 9 класс. В 2-х ч. Ч.2 (для слабовидящих обучающихся);Архимед (7-9);;2016;1650,00;;
1.2.4.2.3.1;;18-0380-01; 5 - 6;Пасечник В. В., Суматохин С. В., Калинова Г. С. и др. / Под ред. Пасечника В. В.;Биология. 5-6 классы. В 2-х ч. Ч.1 (для слабовидящих обучающихся);Линия жизни (5-9);;2016;1210,00;;
1.2.4.2.3.1;;18-0381-01; 5 - 6;Пасечник В. В., Суматохин С. В., Калинова Г. С. и др. / Под ред. Пасечника В. В.;Биология. 5-6 классы. В 2-х ч. Ч.2 (для слабовидящих обучающихся);Линия жизни (5-9);;2016;1210,00;;
1.2.4.2.3.2;;18-0382-01;7;Пасечник В. В., Суматохин С. В., Калинова Г. С. / Под ред. Пасечника В. В.;Биология. 7 класс. В 3-х ч. Ч.1 (для слабовидящих обучающихся);Линия жизни (5-9);;2016;1265,00;;
1.2.4.2.3.2;;18-0383-01;7;Пасечник В. В., Суматохин С. В., Калинова Г. С. / Под ред. Пасечника В. В.;Биология. 7 класс. В 3-х ч. Ч.2 (для слабовидящих обучающихся);Линия жизни (5-9);;2016;1265,00;;
1.2.4.2.3.2;;18-0384-01;7;Пасечник В. В., Суматохин С. В., Калинова Г. С. / Под ред. Пасечника В. В.;Биология. 7 класс. В 3-х ч. Ч.3 (для слабовидящих обучающихся);Линия жизни (5-9);;2016;1155,00;;
1.2.4.2.3.3;;18-0386-01;8;Пасечник В. В., Каменский А. А., Швецов Г. Г. / Под ред. Пасечника В. В.;Биология. 8 класс. В 3-х ч. Ч.1 (для слабовидящих обучающихся);Линия жизни (5-9);;2016;1210,00;;
1.2.4.2.3.3;;18-0391-01;8;Пасечник В. В., Каменский А. А., Швецов Г. Г. / Под ред. Пасечника В. В.;Биология. 8 класс. В 3-х ч. Ч.2 (для слабовидящих обучающихся);Линия жизни (5-9);;2016;1430,00;;
1.2.4.2.3.3;;18-0392-01;8;Пасечник В. В., Каменский А. А., Швецов Г. Г. / Под ред. Пасечника В. В.;Биология. 8 класс. В 3-х ч. Ч.3 (для слабовидящих обучающихся);Линия жизни (5-9);;2016;1210,00;;
1.2.4.2.3.4;;18-0396-01;9;Пасечник В. В., Каменский А. А., Швецов Г. Г. и др. / Под ред. Пасечника В. В.;Биология. 9 класс. В 2-х ч. Ч.1 (для слабовидящих обучающихся);Линия жизни (5-9);;2016;1430,00;;
1.2.4.2.3.4;;18-0397-01;9;Пасечник В. В., Каменский А. А., Швецов Г. Г. и др. / Под ред. Пасечника В. В.;Биология. 9 класс. В 2-х ч. Ч.2 (для слабовидящих обучающихся);Линия жизни (5-9);;2016;1430,00;;
1.2.4.2.11.1;;18-0369-01; 5 - 6;Сухорукова Л. Н., Кучменко В. С., Колесникова И. Я.;Биология. 5-6 классы. В 3-х ч. Ч.1 (для слабовидящих обучающихся);Сферы-Биология (5-9);;2016;1210,00;;
1.2.4.2.11.1;;18-0370-01; 5 - 6;Сухорукова Л. Н., Кучменко В. С., Колесникова И. Я.;Биология. 5-6 классы. В 3-х ч. Ч.2 (для слабовидящих обучающихся);Сферы-Биология (5-9);;2016;1210,00;;
1.2.4.2.11.1;;18-0371-01; 5 - 6;Сухорукова Л. Н., Кучменко В. С., Колесникова И. Я.;Биология. 5-6 классы. В 3-х ч. Ч.3 (для слабовидящих обучающихся);Сферы-Биология (5-9);;2016;1210,00;;
1.2.4.2.11.2;;18-0372-01;7;Сухорукова Л. Н., Кучменко В. С., Колесникова И. Я.;Биология. 7 класс. В 2-х ч. Ч.1 (для слабовидящих обучающихся);Сферы-Биология (5-9);;2016;1540,00;;
1.2.4.2.11.2;;18-0373-01;7;Сухорукова Л. Н., Кучменко В. С., Колесникова И. Я.; Биология. 7 класс. В 2-х ч. Ч.2 (для слабовидящих обучающихся);Сферы-Биология (5-9);;2016;1540,00;;
1.2.4.2.11.3;;18-0374-01;8;Сухорукова Л. Н., Кучменко В. С., Цехмистренко Т. А.;Биология. 8 класс. В 2-х ч. Ч.1 (для слабовидящих обучающихся);Сферы-Биология (5-9);;2016;1430,00;;
1.2.4.2.11.3;;18-0375-01;8;Сухорукова Л. Н., Кучменко В. С., Цехмистренко Т. А.;Биология. 8 класс. В 2-х ч. Ч.2 (для слабовидящих обучающихся);Сферы-Биология (5-9);;2016;1485,00;;
1.2.4.2.11.4;;18-0376-01;9;Сухорукова Л. Н., Кучменко В. С.;Биология. 9 класс. В 2-х ч. Ч.1 (для слабовидящих обучающихся);Сферы-Биология (5-9);;2016;1320,00;;
1.2.4.2.11.4;;18-0377-01;9;Сухорукова Л. Н., Кучменко В. С.;Биология. 9 класс. В 2-х ч. Ч.2 (для слабовидящих обучающихся);Сферы-Биология (5-9);;2016;1320,00;;
1.2.4.3.8.1;;20-0289-01;8;Рудзитис Г. Е., Фельдман Ф. Г.;Химия. 8 класс. В 2-х ч. Ч.1 (для слабовидящих обучающихся);Рудзитис Г.Е. (8-9);;2016;990,00;;
1.2.4.3.8.1;;20-0290-01;8;Рудзитис Г. Е., Фельдман Ф. Г.;Химия. 8 класс. В 2-х ч. Ч.2 (для слабовидящих обучающихся);Рудзитис Г.Е. (8-9);;2016;990,00;;
1.2.4.3.8.2;;20-0291-01;9;Рудзитис Г. Е., Фельдман Ф. Г.;Химия. 9 класс. В 2-х ч. Ч.1 (для слабовидящих обучающихся);Рудзитис Г.Е. (8-9);;2016;990,00;;
1.2.4.3.8.2;;20-0292-01;9;Рудзитис Г. Е., Фельдман Ф. Г.;Химия. 9 класс. В 2-х ч. Ч.2 (для слабовидящих обучающихся);Рудзитис Г.Е. (8-9);;2016;880,00;;
1.2.5.1.1.1;;31-0251-01;5;Горяева Н. А., Островская О. В. / Под ред. Неменского Б. М.;Изобразительное искусство. 5 класс. В 3-х ч. Ч.1 (для слабовидящих обучающихся);Неменский Б.М. (5-8);;2016;1265,00;;
