;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
261;1.3.5.4.1.2;DRF000000000410236;27856;2144990.111;60x90/16;7БЦ;4;4+0;;Офсетная;65;120;400;Габриелян О.С., Лысова Г.Г.;Химия. Углубленный уровень;11;Габриелян.Химия. 11кл.  Учебник (углубленный уровень). ВЕРТИКАЛЬ;533 У/2008;12/26/08;фгос;Вертикаль;450,00;0;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
262;1.3.5.4.2.1;DRF000000000410165;27988;2142980.111;90x60/16;7БЦ;4;4+0;4+0;офсетная;65;120;448;Еремин В.В., Кузьменко Н.Е., Теренин В.И. и др. ;Химия. Углубленный уровень;10;Еремин,Дроздов.Химия.10кл. Учебник (углубленный уровень). ВЕРТИКАЛЬ;535У/2011;7/1/11;фгос;Вертикаль;463,00;0;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
263;1.3.5.4.2.2;DRF000000000413639;27989;2146840,111;90x60/16;Интегральная;4;4+0;4+0;офсетная;65;250;480;Еремин В.В., Кузьменко Н.Е., Дроздов А.А. и др.;Химия. Углубленный уровень;11;Еремин,Дроздов.Химия.11кл. Учебник (углубленный уровень). ВЕРТИКАЛЬ;295 У/2013;10/4/13;фгос;Вертикаль;463,00;0;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
264;1.3.5.5.1.1;DRF000000000410071;28720;2153130.111;100x70/16;Интегральная;4;4+0;4+0;офсетная;65;250;208;Агафонова И.Б., Сивоглазов В.И.;Биология. Базовый и углублённый уровни;10;Сивоглазов.Биология.Навигатор.10кл. Учебник + CD (ФГОС);340ЭИ/2007;8/13/07;фгос;;466,00;0;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
265;1.3.5.5.1.2;DRF000000000413407;28722;2153150.111;100x70/16;Интегральная;4;4+0;4+0;офсетная;65;250;208;Агафонова И.Б., Сивоглазов В.И.;Биология. Базовый и углублённый уровни;11;Сивоглазов.Биология.Навигатор.11кл. Учебник + CD (ФГОС);1118ЭИ/2008;1/13/09;фгос;;466,00;0;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
266;1.3.5.5.4.1;DRF000000000412873;28515;2152570.111;90x70/16;7БЦ;4;1+0;4+0;офсетная;65;120;368;Каменский А.А., Криксунов Е.А., Пасечник В.В. ;Биология. Общая биология (базовый уровень);10-11 кл.;Каменский. Биология. Общая биология. 10-11 кл. (базовый уровень). ВЕРТИКАЛЬ;199 У/2013;7/9/13;фгос;Вертикаль;456,00;0;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
267;1.3.5.5.7.1;DRF000000000410261;26144;2129510.111;100x70/16;7БЦ;4;0;4+0;офсетная;65;120;256;Сивоглазов В.И., Агафонова И.Б., Захарова Е.Т. ;Биология. Общая биология (базовый уровень);10;Сивоглазов. Агафонова. Общая биология. 10 класс. Базовый уровень. ВЕРТИКАЛЬ;064 У/2012;10/18/12;фгос;Вертикаль;409,00;0;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
268;1.3.5.5.7.2;DRF000000000414232;26145;2129520.111;70x100/16;7БЦ;4;0;;Офсетная;65;120;208;Сивоглазов В.И., Агафонова И.Б., Захарова Е.Т. ;Биология. Общая биология (базовый уровень);11;Сивоглазов. Агафонова. Общая биология. 11 класс. Базовый уровень. ВЕРТИКАЛЬ;065 У/2012;10/18/12;фгос;Вертикаль;409,00;0;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
269;1.3.5.6.2.1;DRF000000000410104;26095;2129060.111;100x70/16;Интегральная;4;0;4+0;офсетная;65;250;352;Захаров В.Б., Мамонтов С.Г., Сонин Н.И., Захарова Е.Т.;Биология. Общая биология. Углубленный уровень.;10;Захаров. Общая биология. 10 класс. Учебник (углубленный уровень). ВЕРТИКАЛЬ;025 У/2008;12/16/08;фгос;Вертикаль;441,00;0;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
270;1.3.5.6.2.2;DRF000000000410215;26096;2129070.111;70x100/16;Интегральная;4;0;;Офсетная;65;250;256;Захаров В.Б., Мамонтов С.Г., Сонин Н.И., Захарова Е.Т.;Биология. Общая биология. Углубленный уровень.;11;Захаров. Общая биология. 11 класс. Учебник (углубленный уровень). ВЕРТИКАЛЬ;024 У/2008;12/16/08;фгос;Вертикаль;441,00;0;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
271;2.3.5.7.1.1;DRF000000000413686;26280;2137150.112;70x100/16;Интегральная;4;0;;Офсетная;65;235;352;Титов С.А., Агафонова И.Б., Сивоглазов В.И.;Естествознание (базовый уровень).;10;Титов. Естествознание.Базовый уровень.10кл.ВЕРТИКАЛЬ;479У/2010;7/14/10;фгос;Вертикаль;354,00;0;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
272;2.3.5.7.1.2;DRF000000000412644;26281;2130820.111;70x100/16;Интегральная;4;0;;Офсетная;65;235;432;Титов С.А., Агафонова И.Б., Сивоглазов В.И.;Естествознание (базовый уровень).;11;Титов. Естествознание.Базовый уровень.11кл.ВЕРТИКАЛЬ;478У/2010;7/14/10;фгос;Вертикаль;354,00;0;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
273;2.3.5.7.2.1;DRF000000000411085;27170;2139200,111;100x70/16;7БЦ;4;0;4+0;офсетная;65;250;336;Габриелян О.С., Остроумов И.Г., Пурышева Н.С. И др.;Естествознание (базовый уровень).;10;Габриелян. Пурышева. 10 кл. Естествознание. Учебник.ВЕРТИКАЛЬ;147 У/2011;8/1/11;фгос;Вертикаль;388,00;0;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
274;2.3.5.7.2.2;DRF000000000414284;27171;2139210,111;100x70/16;Интегральная;4;0;4+0;офсетная;65;250;336;Габриелян О.С., Остроумов И.Г., Пурышева Н.С. И др.;Естествознание (базовый уровень).;11;Габриелян. Пурышева. 11кл. Естествознание. Учебник. ВЕРТИКАЛЬ (2014);148 У/2011;8/1/11;фгос;Вертикаль;388,00;0;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
275;1.3.6.1.4.1;DRF000000000411570;24798;2116860.111;90x70/16;Интегральная;1;0;4+0;офсетная;65;235;272;Погадаев Г.И.;Физическая культура (базовый уровень).;10-11 кл. ;Погадаев. Физическая культура. Учебник. 10-11 кл. (базовый уровень). ВЕРТИКАЛЬ;427 У/2013;8/16/13;фгос;Вертикаль;350,00;0;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
276;1.3.6.2.2.1;DRF000000000412276;28517;2152590.111;90x70/16;7БЦ;4;0;4+0;офсетная;65;120;304;Чернова Н.М, Галушин В.М., Константинов В.М.;Экология (базовый уровень).;10-11 кл.;Чернова. Экология.10(11)кл. Учебник (ФГОС);323 У/2013;1/14/14;фгос;Вертикаль;385,00;0;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
277;1.3.6.3.3.1;DRF000000000411805;26177;2145270,111;90x70/16;7БЦ;1;0;4+0;офсетная;65;120;256;Латчук В.Н., Марков В.В., Миронов С.К. и др.;Основы безопасности жизнедеятельности (базовый уровень).;10;Латчук,Марков.ОБЖ.10кл.Учебник. (базовый уровень). ВЕРТИКАЛЬ;385 У/2013;12/26/13;фгос;Вертикаль;350,00;0;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
278;1.3.6.3.3.2;DRF000000000413157;26178;2145280,111;70x90/16;7БЦ;1;0;;Офсетная;65;120;240;Латчук В.Н., Марков В.В., Миронов С.К. и др.;Основы безопасности жизнедеятельности (базовый уровень).;11;Латчук,Марков.ОБЖ.11кл.Учебник. (базовый уровень). ВЕРТИКАЛЬ;386 У/2013;12/26/13;фгос;Вертикаль;350,00;0;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
279;2.2.5.1.1.1;DRF000000000414421;27507;2141690,111;100x70/16;Интегральная;4;0;4+0;офсетная;65;235;192;Гуревич А.Е., Исаев Д.А., Понтак Л.С. ;Введение в естественно-научные предметы.;5-6 кл.;Гуревич. Введение в естественно-научные предметы. 5-6 кл. Учебник. ВЕРТИКАЛЬ;320 У/2012;1/22/13;фгос;Вертикаль;424,00;0;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
280;2.2.5.1.1.2;DRF000000000414970;805;2053780,114;90x70/16;7БЦ;4;0;4+0;офсетная;65;120;224;Пакулова В.М., Иванова Н.В.;Введение в естественно-научные предметы.;5;Пакулова. Ведение в естественно-научные предметы. Природа. 5кл. Учебник.(ФГОС);197 У/2013;10/8/13;фгос;Вертикаль;454,00;0;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
281;2.2.5.1.1.3;DRF000000000411354;28237;2148840,112;100x70/16;7БЦ;4;0;4+0;офсетная;65;120;176;Плешаков А.А., Сонин Н.И.;Введение в естественно-научные предметы.;5;Плешаков. Сонин. Естествознание. Введение в естественно-научные предметы. 5 кл. Учебник. ВЕРТИКАЛЬ;595 У/2008;12/16/08;фгос;Вертикаль;470,00;0;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
